SENARYO,VERSION,TRETE,KUR,ACENTE_NO,BRANS_KODU,SEGMENT,TARIFE,YIL,TARIH,HEDEF,DATA_KAYNAK,KAYNAK_KODU,SUBE_KOD,LOB,ACENTE_ADI,TRAFIK_HAVUZ,YENI_YENILEME
,,,,8483,502,SMALL BUSINESS,Y70,2024,31.08.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,523,SMALL BUSINESS,Y70,2024,31.08.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,501,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,502,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,30.09.2024,"143187,93",Acente-Bireysel,9,1,Motor All Others,,,Yeni
,,,,8483,501,PERSONAL LINES,Y58,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,565,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,524,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,30.09.2024,"15909,77",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yeni
,,,,8483,570,MIDDLE MARKET,M01,2024,30.09.2024,"98,53",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,592,MIDDLE MARKET,D42,2024,30.09.2024,"394,12",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,572,MIDDLE MARKET,M04,2024,30.09.2024,"689,70",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,520,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,538,MIDDLE MARKET,F17,2024,30.09.2024,"689,70",Acente-Bireysel,9,1,Professional Indemnity,,,Yeni
,,,,8483,571,MIDDLE MARKET,M02,2024,30.09.2024,"98,53",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,519,PERSONAL LINES,CF4,2024,30.09.2024,"49,26",Acente-Bireysel,9,1,Accident,,,Yeni
,,,,8483,524,MIDDLE MARKET,Y62,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,998,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,568,SMALL BUSINESS,M02,2024,30.09.2024,"98,53",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,510,PERSONAL LINES,N21,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,520,MIDDLE MARKET,D41,2024,30.09.2024,"147,79",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,565,MIDDLE MARKET,M04,2024,30.09.2024,"2364,69",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,502,MIDDLE MARKET,Y62,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,521,MIDDLE MARKET,D42,2024,30.09.2024,"98,53",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,510,SMALL BUSINESS,N21,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,571,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,523,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,30.09.2024,"36679,01",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yenileme
,,,,8483,568,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,510,MIDDLE MARKET,N21,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,501,MIDDLE MARKET,Y62,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,526,SMALL BUSINESS,Z02,2024,30.09.2024,"98,53",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,501,MIDDLE MARKET,Y15,2024,30.09.2024,"49,26",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,560,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Legal Expenses,,,Yeni
,,,,8483,990,PERSONAL LINES,DSK,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,30.09.2024,"330111,11",Acente-Bireysel,9,1,Motor All Others,,,Yenileme
,,,,8483,521,SMALL BUSINESS,Y70,2024,30.09.2024,"0,00",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,588,MIDDLE MARKET,F16,2024,30.09.2024,"49,26",Acente-Bireysel,9,1,Directors And Officers (incl. PTL/ EPL),,,Yeni
,,,,8483,510,MIDDLE MARKET,N21,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,502,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,31.10.2024,"150347,32",Acente-Bireysel,9,1,Motor All Others,,,Yeni
,,,,8483,592,MIDDLE MARKET,D42,2024,31.10.2024,"591,17",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,501,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,501,MIDDLE MARKET,Y62,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,520,MIDDLE MARKET,D41,2024,31.10.2024,"221,69",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,571,MIDDLE MARKET,M02,2024,31.10.2024,"147,79",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,510,PERSONAL LINES,N21,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,990,PERSONAL LINES,DSK,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,568,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,502,MIDDLE MARKET,Y62,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,571,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,520,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,560,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Legal Expenses,,,Yeni
,,,,8483,521,MIDDLE MARKET,D42,2024,31.10.2024,"147,79",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,521,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,565,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,998,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,524,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,524,MIDDLE MARKET,Y62,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,526,SMALL BUSINESS,Z02,2024,31.10.2024,"147,79",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,501,PERSONAL LINES,Y58,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,523,SMALL BUSINESS,Y70,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,519,PERSONAL LINES,CF4,2024,31.10.2024,"73,90",Acente-Bireysel,9,1,Accident,,,Yeni
,,,,8483,568,SMALL BUSINESS,M02,2024,31.10.2024,"147,79",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,588,MIDDLE MARKET,F16,2024,31.10.2024,"73,90",Acente-Bireysel,9,1,Directors And Officers (incl. PTL/ EPL),,,Yeni
,,,,8483,570,MIDDLE MARKET,M01,2024,31.10.2024,"147,79",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,31.10.2024,"16705,26",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,31.10.2024,"5748,35",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yenileme
,,,,8483,501,MIDDLE MARKET,Y15,2024,31.10.2024,"73,90",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,510,SMALL BUSINESS,N21,2024,31.10.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,31.10.2024,"51735,13",Acente-Bireysel,9,1,Motor All Others,,,Yenileme
,,,,8483,565,MIDDLE MARKET,M04,2024,31.10.2024,"3547,04",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,572,MIDDLE MARKET,M04,2024,31.10.2024,"1034,55",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,538,MIDDLE MARKET,F17,2024,31.10.2024,"1034,55",Acente-Bireysel,9,1,Professional Indemnity,,,Yeni
,,,,8483,592,MIDDLE MARKET,D42,2024,30.11.2024,"262,74",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,520,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,510,MIDDLE MARKET,N21,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,502,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,990,PERSONAL LINES,DSK,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,570,MIDDLE MARKET,M01,2024,30.11.2024,"65,69",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,526,SMALL BUSINESS,Z02,2024,30.11.2024,"65,69",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,521,MIDDLE MARKET,D42,2024,30.11.2024,"65,69",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,510,PERSONAL LINES,N21,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,524,MIDDLE MARKET,Y62,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,524,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,998,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,572,MIDDLE MARKET,M04,2024,30.11.2024,"459,80",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,501,MIDDLE MARKET,Y62,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,565,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,565,MIDDLE MARKET,M04,2024,30.11.2024,"1576,46",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,521,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,501,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,523,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,538,MIDDLE MARKET,F17,2024,30.11.2024,"459,80",Acente-Bireysel,9,1,Professional Indemnity,,,Yeni
,,,,8483,571,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,510,SMALL BUSINESS,N21,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,571,MIDDLE MARKET,M02,2024,30.11.2024,"65,69",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,560,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Legal Expenses,,,Yeni
,,,,8483,588,MIDDLE MARKET,F16,2024,30.11.2024,"32,84",Acente-Bireysel,9,1,Directors And Officers (incl. PTL/ EPL),,,Yeni
,,,,8483,501,PERSONAL LINES,Y58,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,30.11.2024,"157864,69",Acente-Bireysel,9,1,Motor All Others,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,30.11.2024,"56300,48",Acente-Bireysel,9,1,Motor All Others,,,Yenileme
,,,,8483,501,MIDDLE MARKET,Y15,2024,30.11.2024,"32,84",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,519,PERSONAL LINES,CF4,2024,30.11.2024,"32,84",Acente-Bireysel,9,1,Accident,,,Yeni
,,,,8483,568,SMALL BUSINESS,M02,2024,30.11.2024,"65,69",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,502,MIDDLE MARKET,Y62,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,30.11.2024,"17540,52",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,30.11.2024,"6255,61",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yenileme
,,,,8483,568,SMALL BUSINESS,Y70,2024,30.11.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,520,MIDDLE MARKET,D41,2024,30.11.2024,"98,53",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,565,MIDDLE MARKET,M04,2024,31.12.2024,"12544,59",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,592,MIDDLE MARKET,D42,2024,31.12.2024,"2090,76",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,570,MIDDLE MARKET,M01,2024,31.12.2024,"522,69",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,520,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,501,PERSONAL LINES,Y58,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,31.12.2024,"165757,92",Acente-Bireysel,9,1,Motor All Others,,,Yeni
,,,,8483,521,MIDDLE MARKET,D42,2024,31.12.2024,"522,69",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,588,MIDDLE MARKET,F16,2024,31.12.2024,"261,35",Acente-Bireysel,9,1,Directors And Officers (incl. PTL/ EPL),,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,31.12.2024,"18417,55",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yeni
,,,,8483,998,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,521,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,501,MIDDLE MARKET,Y15,2024,31.12.2024,"261,35",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,524,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,571,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,523,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,501,MIDDLE MARKET,Y62,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,524,MIDDLE MARKET,Y62,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,990,PERSONAL LINES,DSK,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,501,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,538,MIDDLE MARKET,F17,2024,31.12.2024,"3658,84",Acente-Bireysel,9,1,Professional Indemnity,,,Yeni
,,,,8483,572,MIDDLE MARKET,M04,2024,31.12.2024,"3658,84",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,526,SMALL BUSINESS,Z02,2024,31.12.2024,"522,69",Acente-Bireysel,9,1,Liability - Primary Products,,,Yeni
,,,,8483,510,MIDDLE MARKET,N21,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,517,PERSONAL LINES,K60,2024,31.12.2024,"33912,43",Acente-Bireysel,9,1,Motor All Others,,,Yenileme
,,,,8483,520,MIDDLE MARKET,D41,2024,31.12.2024,"784,04",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,568,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,560,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Legal Expenses,,,Yeni
,,,,8483,502,MIDDLE MARKET,Y62,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,510,SMALL BUSINESS,N21,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,510,PERSONAL LINES,N21,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Marine Aviation & Transport,,,Yeni
,,,,8483,571,MIDDLE MARKET,M02,2024,31.12.2024,"522,69",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,568,SMALL BUSINESS,M02,2024,31.12.2024,"522,69",Acente-Bireysel,9,1,Property Engineering Lines,,,Yeni
,,,,8483,519,PERSONAL LINES,CF4,2024,31.12.2024,"261,35",Acente-Bireysel,9,1,Accident,,,Yeni
,,,,8483,516,PERSONAL LINES,K60,2024,31.12.2024,"3768,05",Acente-Bireysel,9,1,Motor 3rd Party Liability,,,Yenileme
,,,,8483,565,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni
,,,,8483,502,SMALL BUSINESS,Y70,2024,31.12.2024,"0,00",Acente-Bireysel,9,1,Property,,,Yeni